"id","product_id","spec_category","spec_name","spec_value","has_more_info","more_info_text"
"804","70","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"805","70","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"806","70","General","Manufactured in USA","Ya darn tootin!","False","null"
"807","70","General","Size","Biggish","False","null"
"808","70","General","Multicolor Options","Yes","False","null"
"809","70","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"810","70","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"811","70","Other","UPC","600662538765","False","null"
"812","71","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"813","71","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"814","71","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"815","71","Key Specs","Horsepower","180","False","null"
"816","71","Key Specs","Invisibility","Yes","False","null"
"817","71","General","Manufactured in USA","Ya darn tootin!","False","null"
"818","71","General","Multicolor Options","Yes","False","null"
"819","71","General","Quality","So high","False","null"
"820","71","General","Gold","Made of solid gold.","False","null"
"821","71","General","Size","Biggish","False","null"
"822","71","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"823","71","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"824","71","Other","UPC","600662538765","False","null"
"825","72","Key Specs","Horsepower","180","False","null"
"826","72","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"827","72","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"828","72","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"829","72","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"830","72","General","Multicolor Options","Yes","False","null"
"831","72","General","Lifespan","~12 years","True","Estimated."
"832","72","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"833","72","Other","UPC","600662538765","False","null"
"834","73","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"835","73","Key Specs","Invisibility","Yes","False","null"
"836","73","Key Specs","Horsepower","180","False","null"
"837","73","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"838","73","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"839","73","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"840","73","General","Size","Biggish","False","null"
"841","73","General","Multicolor Options","Yes","False","null"
"842","73","General","Manufactured in USA","Ya darn tootin!","False","null"
"843","73","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"844","73","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"845","73","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"846","73","Other","UPC","600662538765","False","null"
"847","74","Key Specs","Horsepower","180","False","null"
"848","74","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"849","74","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"850","74","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"851","74","General","Quality","So high","False","null"
"852","74","General","Lifespan","~12 years","True","Estimated."
"853","74","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"854","74","Other","UPC","600662538765","False","null"
"855","75","Key Specs","Horsepower","180","False","null"
"856","75","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"857","75","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"858","75","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"859","75","General","Lifespan","~12 years","True","Estimated."
"860","75","General","Manufactured in USA","Ya darn tootin!","False","null"
"861","75","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"862","75","General","Gold","Made of solid gold.","False","null"
"863","75","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"864","75","General","Size","Biggish","False","null"
"865","75","General","Multicolor Options","Yes","False","null"
"866","75","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"867","75","Other","UPC","600662538765","False","null"
"868","76","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"869","76","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"870","76","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"871","76","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"872","76","Key Specs","Horsepower","180","False","null"
"873","76","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"874","76","General","Gold","Made of solid gold.","False","null"
"875","76","General","Multicolor Options","Yes","False","null"
"876","76","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"877","76","Other","UPC","600662538765","False","null"
"878","77","Key Specs","Invisibility","Yes","False","null"
"879","77","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"880","77","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"881","77","Key Specs","Horsepower","180","False","null"
"882","77","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"883","77","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"884","77","General","Size","Biggish","False","null"
"885","77","General","Multicolor Options","Yes","False","null"
"886","77","General","Gold","Made of solid gold.","False","null"
"887","77","General","Lifespan","~12 years","True","Estimated."
"888","77","General","Quality","So high","False","null"
"889","77","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"890","77","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"891","77","Other","UPC","600662538765","False","null"
"892","78","Key Specs","Invisibility","Yes","False","null"
"893","78","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"894","78","Key Specs","Horsepower","180","False","null"
"895","78","General","Quality","So high","False","null"
"896","78","General","Manufactured in USA","Ya darn tootin!","False","null"
"897","78","General","Multicolor Options","Yes","False","null"
"898","78","General","Size","Biggish","False","null"
"899","78","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"900","78","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"901","78","Other","UPC","600662538765","False","null"
"902","79","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"903","79","Key Specs","Invisibility","Yes","False","null"
"904","79","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"905","79","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"906","79","General","Manufactured in USA","Ya darn tootin!","False","null"
"907","79","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"908","79","General","Lifespan","~12 years","True","Estimated."
"909","79","General","Multicolor Options","Yes","False","null"
"910","79","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"911","79","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"912","79","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"913","79","Other","UPC","600662538765","False","null"
"914","80","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"915","80","Key Specs","Horsepower","180","False","null"
"916","80","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"917","80","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"918","80","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"919","80","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"920","80","General","Lifespan","~12 years","True","Estimated."
"921","80","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"922","80","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"923","80","Other","UPC","600662538765","False","null"
"924","81","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"925","81","Key Specs","Horsepower","180","False","null"
"926","81","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"927","81","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"928","81","General","Quality","So high","False","null"
"929","81","General","Gold","Made of solid gold.","False","null"
"930","81","General","Lifespan","~12 years","True","Estimated."
"931","81","General","Size","Biggish","False","null"
"932","81","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"933","81","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"934","81","Other","UPC","600662538765","False","null"
"935","82","Key Specs","Horsepower","180","False","null"
"936","82","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"937","82","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"938","82","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"939","82","General","Multicolor Options","Yes","False","null"
"940","82","General","Manufactured in USA","Ya darn tootin!","False","null"
"941","82","General","Quality","So high","False","null"
"942","82","General","Size","Biggish","False","null"
"943","82","General","Lifespan","~12 years","True","Estimated."
"944","82","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"945","82","Other","UPC","600662538765","False","null"
"946","83","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"947","83","Key Specs","Horsepower","180","False","null"
"948","83","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"949","83","Key Specs","Invisibility","Yes","False","null"
"950","83","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"951","83","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"952","83","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"953","83","General","Size","Biggish","False","null"
"954","83","General","Manufactured in USA","Ya darn tootin!","False","null"
"955","83","General","Multicolor Options","Yes","False","null"
"956","83","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"957","83","Other","UPC","600662538765","False","null"
"958","84","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"959","84","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"960","84","Key Specs","Invisibility","Yes","False","null"
"961","84","Key Specs","Horsepower","180","False","null"
"962","84","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"963","84","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"964","84","General","Lifespan","~12 years","True","Estimated."
"965","84","General","Size","Biggish","False","null"
"966","84","General","Multicolor Options","Yes","False","null"
"967","84","General","Quality","So high","False","null"
"968","84","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"969","84","General","Manufactured in USA","Ya darn tootin!","False","null"
"970","84","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"971","84","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"972","84","Other","UPC","600662538765","False","null"
"973","85","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"974","85","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"975","85","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"976","85","Key Specs","Horsepower","180","False","null"
"977","85","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"978","85","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"979","85","General","Multicolor Options","Yes","False","null"
"980","85","General","Manufactured in USA","Ya darn tootin!","False","null"
"981","85","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"982","85","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"983","85","Other","UPC","600662538765","False","null"
"984","86","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"985","86","Key Specs","Invisibility","Yes","False","null"
"986","86","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"987","86","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"988","86","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"989","86","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"990","86","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"991","86","General","Gold","Made of solid gold.","False","null"
"992","86","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"993","86","Other","UPC","600662538765","False","null"
"994","87","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"995","87","Key Specs","Invisibility","Yes","False","null"
"996","87","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"997","87","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"998","87","General","Quality","So high","False","null"
"999","87","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1000","87","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1001","87","General","Lifespan","~12 years","True","Estimated."
"1002","87","General","Multicolor Options","Yes","False","null"
"1003","87","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1004","87","Other","UPC","600662538765","False","null"
"1005","88","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1006","88","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1007","88","Key Specs","Horsepower","180","False","null"
"1008","88","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"1009","88","Key Specs","Invisibility","Yes","False","null"
"1010","88","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1011","88","General","Multicolor Options","Yes","False","null"
"1012","88","General","Quality","So high","False","null"
"1013","88","General","Size","Biggish","False","null"
"1014","88","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1015","88","General","Lifespan","~12 years","True","Estimated."
"1016","88","General","Gold","Made of solid gold.","False","null"
"1017","88","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1018","88","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"1019","88","Other","UPC","600662538765","False","null"
"1020","89","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1021","89","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1022","89","Key Specs","Invisibility","Yes","False","null"
"1023","89","General","Quality","So high","False","null"
"1024","89","General","Gold","Made of solid gold.","False","null"
"1025","89","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1026","89","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1027","89","Other","UPC","600662538765","False","null"
"1028","90","Key Specs","Invisibility","Yes","False","null"
"1029","90","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1030","90","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"1031","90","Key Specs","Horsepower","180","False","null"
"1032","90","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1033","90","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1034","90","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1035","90","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1036","90","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1037","90","Other","UPC","600662538765","False","null"
"1038","91","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1039","91","Key Specs","Invisibility","Yes","False","null"
"1040","91","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1041","91","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1042","91","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1043","91","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1044","91","General","Gold","Made of solid gold.","False","null"
"1045","91","General","Multicolor Options","Yes","False","null"
"1046","91","General","Size","Biggish","False","null"
"1047","91","General","Quality","So high","False","null"
"1048","91","General","Manufactured in USA","Ya darn tootin!","False","null"
"1049","91","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1050","91","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1051","91","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1052","91","Other","UPC","600662538765","False","null"
"1053","92","Key Specs","Horsepower","180","False","null"
"1054","92","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1055","92","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1056","92","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1057","92","General","Multicolor Options","Yes","False","null"
"1058","92","General","Lifespan","~12 years","True","Estimated."
"1059","92","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"1060","92","Other","UPC","600662538765","False","null"
"1061","93","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"1062","93","Key Specs","Horsepower","180","False","null"
"1063","93","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1064","93","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1065","93","General","Manufactured in USA","Ya darn tootin!","False","null"
"1066","93","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1067","93","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1068","93","General","Quality","So high","False","null"
"1069","93","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"1070","93","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1071","93","Other","UPC","600662538765","False","null"
"1072","94","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1073","94","Key Specs","Horsepower","180","False","null"
"1074","94","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1075","94","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1076","94","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1077","94","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1078","94","General","Quality","So high","False","null"
"1079","94","General","Gold","Made of solid gold.","False","null"
"1080","94","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1081","94","General","Size","Biggish","False","null"
"1082","94","General","Multicolor Options","Yes","False","null"
"1083","94","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1084","94","General","Lifespan","~12 years","True","Estimated."
"1085","94","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1086","94","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1087","94","Other","UPC","600662538765","False","null"
"1088","95","Key Specs","Invisibility","Yes","False","null"
"1089","95","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1090","95","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1091","95","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1092","95","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1093","95","General","Lifespan","~12 years","True","Estimated."
"1094","95","General","Gold","Made of solid gold.","False","null"
"1095","95","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1096","95","General","Quality","So high","False","null"
"1097","95","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1098","95","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"1099","95","Other","UPC","600662538765","False","null"
"1100","96","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1101","96","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1102","96","Key Specs","Invisibility","Yes","False","null"
"1103","96","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1104","96","General","Lifespan","~12 years","True","Estimated."
"1105","96","General","Multicolor Options","Yes","False","null"
"1106","96","General","Gold","Made of solid gold.","False","null"
"1107","96","General","Size","Biggish","False","null"
"1108","96","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1109","96","General","Manufactured in USA","Ya darn tootin!","False","null"
"1110","96","General","Quality","So high","False","null"
"1111","96","Warranty","Manufacturer's Warranty - Rodeo","Lifetime Limited","False","null"
"1112","96","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1113","96","Other","UPC","600662538765","False","null"
"1114","97","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1115","97","Key Specs","Tumbleweed Value","5000","True","How many tumbleweed do"
"1116","97","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1117","97","Key Specs","Invisibility","Yes","False","null"
"1118","97","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1119","97","General","Size","Biggish","False","null"
"1120","97","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1121","97","General","Manufactured in USA","Ya darn tootin!","False","null"
"1122","97","General","Lifespan","~12 years","True","Estimated."
"1123","97","General","Gold","Made of solid gold.","False","null"
"1124","97","General","Multicolor Options","Yes","False","null"
"1125","97","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1126","97","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1127","97","Other","UPC","600662538765","False","null"
"1128","98","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1129","98","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1130","98","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1131","98","General","Gold","Made of solid gold.","False","null"
"1132","98","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1133","98","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1134","98","Other","UPC","600662538765","False","null"
"1135","99","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1136","99","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1137","99","Key Specs","Invisibility","Yes","False","null"
"1138","99","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1139","99","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"1140","99","General","Multicolor Options","Yes","False","null"
"1141","99","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1142","99","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1143","99","General","Size","Biggish","False","null"
"1144","99","Warranty","Manufacturer's Warranty - Yeehaw","Lifetime Limited","False","null"
"1145","99","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1146","99","Other","UPC","600662538765","False","null"
"1147","100","Key Specs","Desertproofing","120-Degree DPX8 Certified Desertproof","False","null"
"1148","100","Key Specs","Aliens Included","Yes","True","Denotes inclusion of aliens obtained from the recent Area 51 invasion."
"1149","100","Key Specs","Horsepower","180","False","null"
"1150","100","Key Specs","Like-The-Wind Compatible","100% Bullseye-compliant functionality","False","null"
"1151","100","Key Specs","Cowboy Enjoyment","Off the charts!","False","null"
"1152","100","Key Specs","Outlaw Enjoyment","NOT for outlaw use","True","Please do not use this product for outlaw OR vigilante purposes."
"1153","100","General","Manufactured in USA","Ya darn tootin!","False","null"
"1154","100","General","Size","Biggish","False","null"
"1155","100","General","Gold","Made of solid gold.","False","null"
"1156","100","General","Fun value","Off the charts!","True","A scientific measure of how much joy and happiness this product will bring to your Old Western life. :)"
"1157","100","General","Lifespan","~12 years","True","Estimated."
"1158","100","General","Suitable use","Rodeo, ranching, a fun Sunday with the family.","False","null"
"1159","100","General","Multicolor Options","Yes","False","null"
"1160","100","Warranty","Manufacturer's Warranty - Giddyup","Lifetime Limited","False","null"
"1161","100","Other","UPC","600662538765","False","null"
